timestamp,total_tracks,confirmed_tracks,new_tracks,lost_tracks,avg_confidence,num_detections
1758679024.566931,0,0,0,0,0.0,0
1758679024.6261609,0,0,0,0,0.0,0
1758679024.6859689,0,0,0,0,0.0,0
1758679024.746461,0,0,0,0,0.0,0
1758679024.802363,0,0,0,0,0.0,0
1758679024.866432,1,0,1,0,0.6,1
1758679025.2613492,1,1,0,0,0.7,1
1758679025.316651,1,1,0,0,0.49999999999999994,0
1758679025.377986,1,1,0,0,0.29999999999999993,0
1758679025.544419,1,1,0,0,0.09999999999999992,0
1758679025.61164,1,1,0,0,0.0,0
1758679025.6957178,1,1,0,0,0.0,0
1758679026.021871,1,1,0,0,0.1,1
1758679026.083912,1,1,0,0,0.0,0
1758679026.2501178,1,1,0,0,0.1,1
1758679026.3099709,1,1,0,0,0.0,0
1758679026.6495402,1,1,0,0,0.1,1
1758679026.725651,1,1,0,0,0.0,0
1758679026.891499,1,1,0,0,0.1,1
1758679027.2129102,1,1,0,0,0.0,0
1758679027.272537,1,1,0,0,0.0,0
1758679027.334896,1,1,0,0,0.0,0
1758679027.397312,1,1,0,0,0.0,0
1758679027.558524,1,1,0,0,0.1,1
1758679027.857546,1,1,0,0,0.2,1
1758679028.0214999,1,1,0,0,0.0,0
1758679028.3335319,1,1,0,0,0.1,1
1758679028.390395,1,1,0,0,0.0,0
1758679028.555725,1,1,0,0,0.1,1
1758679028.841773,1,1,0,0,0.0,0
1758679028.9894888,1,1,0,0,0.0,0
1758679029.268716,1,1,0,0,0.1,1
1758679029.426007,1,1,0,0,0.0,0
1758679029.70542,1,1,0,0,0.1,1
1758679029.861568,1,1,0,0,0.2,1
1758679030.144191,1,1,0,0,0.30000000000000004,1
1758679030.302581,1,1,0,0,0.10000000000000003,0
1758679030.5789828,1,1,0,0,0.20000000000000004,1
1758679030.744899,1,1,0,0,2.7755575615628914e-17,0
1758679031.0252008,1,1,0,0,0.10000000000000003,1
1758679031.191623,1,1,0,0,0.20000000000000004,1
1758679031.477261,1,1,0,0,0.30000000000000004,1
1758679031.643175,1,1,0,0,0.10000000000000003,0
1758679031.920012,1,1,0,0,0.20000000000000004,1
1758679032.082369,1,1,0,0,2.7755575615628914e-17,0
1758679032.367975,1,1,0,0,0.0,0
1758679032.42401,1,1,0,0,0.0,0
1758679032.4875672,1,1,0,0,0.1,1
1758679032.5530958,1,1,0,0,0.0,0
1758679032.616431,1,1,0,0,0.0,0
1758679032.6857421,1,1,0,0,0.0,0
1758679032.747908,1,1,0,0,0.0,0
1758679032.81469,1,1,0,0,0.1,1
1758679032.88008,1,1,0,0,0.0,0
1758679032.97403,1,1,0,0,0.0,0
1758679033.032871,1,1,0,0,0.0,0
1758679033.092352,1,1,0,0,0.1,1
1758679033.1602361,1,1,0,0,0.0,0
1758679033.224273,1,1,0,0,0.0,0
1758679033.2848582,1,1,0,0,0.0,0
1758679033.34673,1,1,0,0,0.0,0
1758679033.417918,1,1,0,0,0.0,0
1758679033.47663,1,1,0,0,0.1,1
1758679033.541095,1,1,0,0,0.0,0
1758679033.602529,1,1,0,0,0.0,0
1758679033.663713,1,1,0,0,0.0,0
1758679033.725547,1,1,0,0,0.0,0
1758679033.790856,1,1,0,0,0.1,1
1758679033.852233,1,1,0,0,0.0,0
1758679033.913244,1,1,0,0,0.0,0
1758679034.071955,1,1,0,0,0.1,1
1758679034.357274,1,1,0,0,0.0,0
1758679034.944303,1,1,0,0,0.1,1
1758679035.106117,1,1,0,0,0.2,1
1758679035.4023008,1,1,0,0,0.30000000000000004,1
1758679035.563895,1,1,0,0,0.10000000000000003,0
1758679035.840394,1,1,0,0,0.20000000000000004,1
1758679035.9964612,1,1,0,0,2.7755575615628914e-17,0
1758679036.2749262,1,1,0,0,0.10000000000000003,1
1758679036.44138,1,1,0,0,0.20000000000000004,1
1758679036.731495,1,1,0,0,0.30000000000000004,1
1758679036.787348,1,1,0,0,0.10000000000000003,0
1758679036.8526561,1,1,0,0,0.0,0
1758679036.9461708,1,1,0,0,0.0,0
1758679037.114996,1,1,0,0,0.1,1
1758679037.406967,1,1,0,0,0.2,1
1758679038.0052228,1,1,0,0,0.30000000000000004,1
1758679038.175242,1,1,0,0,0.10000000000000003,0
1758679038.468426,1,1,0,0,0.20000000000000004,1
1758679038.633431,1,1,0,0,2.7755575615628914e-17,0
1758679038.918056,1,1,0,0,0.10000000000000003,1
1758679039.0977201,1,1,0,0,0.20000000000000004,1
1758679039.39469,1,1,0,0,2.7755575615628914e-17,0
1758679039.5643132,1,1,0,0,0.0,0
1758679039.85976,1,1,0,0,0.1,1
1758679040.026552,1,1,0,0,0.2,1
1758679040.318837,1,1,0,0,0.0,0
1758679040.3820622,1,1,0,0,0.1,1
1758679040.450262,1,1,0,0,0.0,0
1758679040.518552,1,1,0,0,0.0,0
1758679040.583254,1,1,0,0,0.0,0
1758679040.651839,1,1,0,0,0.0,0
1758679040.718654,1,1,0,0,0.0,0
1758679040.8929532,1,0,0,1,0.0,0
1758679040.952241,1,0,0,1,0.0,0
1758679041.0167072,2,0,1,1,0.45,1
1758679041.085378,2,0,1,1,0.35,0
1758679041.1518211,2,0,1,1,0.24999999999999997,0
1758679041.220136,2,0,1,1,0.14999999999999997,0
1758679041.2894561,2,0,1,1,0.04999999999999996,0
1758679041.36863,2,0,0,2,0.0,0
1758679041.4745028,2,0,0,2,0.0,0
1758679041.7814689,2,0,0,2,0.0,0
1758679042.400148,3,0,1,2,0.3,1
1758679042.467644,3,0,1,2,0.2333333333333333,0
1758679042.5377312,3,0,1,2,0.16666666666666666,0
1758679042.608819,3,1,0,2,0.19999999999999998,1
1758679042.679722,3,1,0,2,0.13333333333333333,0
1758679042.746868,3,1,0,2,0.06666666666666665,0
1758679042.8170738,3,1,0,2,0.0,0
1758679042.883363,3,1,0,2,0.0,0
1758679042.9565492,3,1,0,2,0.0,0
1758679043.0309849,3,0,0,3,0.0,0
1758679043.103101,3,0,0,3,0.0,0
1758679043.1855302,3,0,0,3,0.0,0
1758679043.253535,4,0,1,3,0.125,1
1758679043.439797,4,0,1,3,0.075,0
1758679043.501972,4,0,1,3,0.024999999999999994,0
1758679043.569441,4,1,0,3,0.049999999999999996,1
1758679043.6373498,4,1,0,3,0.0,0
1758679043.707114,4,1,0,3,0.0,0
1758679043.7739289,4,1,0,3,0.0,0
1758679044.102296,4,1,0,3,0.025,1
1758679044.168262,4,1,0,3,0.0,0
1758679044.236345,4,1,0,3,0.025,1
1758679044.304822,4,1,0,3,0.0,0
1758679044.37621,4,1,0,3,0.0,0
1758679044.442223,4,1,0,3,0.0,0
1758679044.508047,4,1,0,3,0.0,0
1758679044.584783,4,1,0,3,0.025,1
1758679044.655883,4,1,0,3,0.0,0
1758679044.728174,4,1,0,3,0.0,0
1758679044.825788,4,1,0,3,0.0,0
1758679044.894005,4,1,0,3,0.0,0
1758679044.961681,4,1,0,3,0.025,1
1758679045.031632,4,1,0,3,0.0,0
1758679045.097803,4,1,0,3,0.0,0
1758679045.171233,4,1,0,3,0.0,0
1758679045.24112,4,1,0,3,0.0,0
1758679045.308021,4,1,0,3,0.0,0
1758679045.378922,4,0,0,4,0.0,0
1758679045.44294,4,0,0,4,0.0,0
1758679045.5112598,4,0,0,4,0.0,0
1758679045.579991,5,0,1,4,0.12,1
1758679045.6491652,5,0,1,4,0.07999999999999999,0
1758679045.716414,5,0,1,4,0.039999999999999994,0
1758679045.786338,5,0,1,4,0.0,0
1758679045.8570461,5,0,1,4,0.0,0
1758679045.9309518,5,1,0,4,0.02,1
1758679046.008188,5,1,0,4,0.0,0
1758679046.079267,5,1,0,4,0.0,0
1758679046.150702,5,1,0,4,0.0,0
1758679046.224171,5,1,0,4,0.0,0
1758679046.2940931,5,1,0,4,0.0,0
1758679046.3664901,5,0,0,5,0.0,0
1758679046.4333389,5,0,0,5,0.0,0
1758679046.622704,5,0,0,5,0.0,0
1758679046.9237518,6,0,1,5,0.08333333333333333,1
1758679047.5497339,6,1,0,5,0.09999999999999999,1
1758679047.618447,6,1,0,5,0.11666666666666665,1
1758679047.69118,6,1,0,5,0.08333333333333333,0
1758679047.7930582,6,1,0,5,0.04999999999999999,0
1758679047.983243,6,1,0,5,0.06666666666666665,1
1758679048.311326,6,1,0,5,0.03333333333333332,0
1758679048.3817742,6,1,0,5,0.0,0
1758679048.456762,6,1,0,5,0.0,0
1758679048.528882,6,1,0,5,0.0,0
1758679048.6060271,6,1,0,5,0.016666666666666666,1
1758679048.679428,6,1,0,5,0.0,0
1758679048.7505112,6,1,0,5,0.0,0
1758679048.82362,6,1,0,5,0.0,0
1758679048.898335,6,1,0,5,0.0,0
1758679048.9744031,6,1,0,5,0.016666666666666666,1
1758679049.049869,6,1,0,5,0.0,0
1758679049.121071,6,1,0,5,0.0,0
1758679049.194104,6,1,0,5,0.0,0
1758679049.265732,6,1,0,5,0.016666666666666666,1
1758679049.341054,6,1,0,5,0.0,0
1758679049.9771578,6,1,0,5,0.016666666666666666,1
1758679050.0541718,6,1,0,5,0.0,0
1758679050.129379,6,1,0,5,0.0,0
1758679050.2013912,6,1,0,5,0.0,0
1758679050.2821078,6,1,0,5,0.0,0
1758679050.3631418,6,1,0,5,0.0,0
1758679050.442378,6,0,0,6,0.0,0
1758679050.5210361,6,0,0,6,0.0,0
1758679050.5990279,7,0,1,6,0.07142857142857142,1
1758679050.721607,7,0,1,6,0.04285714285714286,0
1758679050.797516,7,0,1,6,0.014285714285714282,0
1758679051.1488059,7,1,0,6,0.02857142857142857,1
1758679051.222879,7,1,0,6,0.04285714285714286,1
1758679051.301514,7,1,0,6,0.014285714285714282,0
1758679051.374141,7,1,0,6,0.0,0
1758679051.446353,7,1,0,6,0.0,0
1758679051.521517,7,1,0,6,0.0,0
1758679051.596746,7,1,0,6,0.014285714285714287,1
1758679051.676864,7,1,0,6,0.0,0
1758679051.752331,7,1,0,6,0.0,0
1758679051.8276548,7,1,0,6,0.014285714285714287,1
1758679051.90275,7,1,0,6,0.0,0
1758679051.976044,7,1,0,6,0.0,0
1758679052.050826,7,1,0,6,0.0,0
1758679052.123747,7,1,0,6,0.0,0
1758679052.2013838,7,1,0,6,0.014285714285714287,1
1758679052.282203,7,1,0,6,0.0,0
1758679052.354878,7,1,0,6,0.0,0
1758679052.43056,7,1,0,6,0.0,0
1758679052.509175,7,1,0,6,0.0,0
1758679052.5851798,7,1,0,6,0.0,0
1758679052.665836,7,0,0,7,0.0,0
1758679052.74233,7,0,0,7,0.0,0
1758679052.8152251,7,0,0,7,0.0,0
1758679052.8883798,8,0,1,7,0.075,1
1758679053.002686,8,0,1,7,0.049999999999999996,0
1758679053.081266,8,0,1,7,0.024999999999999994,0
1758679053.16286,8,0,1,7,0.0,0
1758679053.802778,8,1,0,7,0.0125,1
1758679054.168923,8,1,0,7,0.025,1
1758679054.2525382,8,1,0,7,0.0,0
1758679054.334956,8,1,0,7,0.0,0
1758679054.414782,8,1,0,7,0.0,0
1758679054.499854,8,1,0,7,0.0,0
1758679055.167688,8,1,0,7,0.0125,1
1758679055.257598,8,1,0,7,0.0,0
1758679055.3335412,8,1,0,7,0.0,0
1758679055.413981,8,1,0,7,0.0,0
1758679055.496514,8,1,0,7,0.0125,1
1758679055.5772831,8,1,0,7,0.0,0
1758679055.657961,8,1,0,7,0.0,0
1758679055.7375722,8,1,0,7,0.0,0
1758679055.8218722,8,1,0,7,0.0125,1
1758679055.9046059,8,1,0,7,0.0,0
1758679055.988827,8,1,0,7,0.0,0
1758679056.070466,8,1,0,7,0.0,0
1758679056.152341,8,1,0,7,0.0125,1
1758679056.236547,8,1,0,7,0.0,0
1758679056.3139598,8,1,0,7,0.0,0
1758679056.434679,8,1,0,7,0.0,0
1758679056.516761,8,1,0,7,0.0,0
1758679056.8780491,8,1,0,7,0.0125,1
1758679056.960023,8,1,0,7,0.0,0
1758679057.601217,8,1,0,7,0.0125,1
1758679057.6799428,8,1,0,7,0.0,0
1758679057.761931,8,1,0,7,0.0,0
1758679057.842089,8,1,0,7,0.0125,1
1758679057.925951,8,1,0,7,0.0,0
1758679058.0077162,8,1,0,7,0.0,0
1758679058.088885,8,1,0,7,0.0,0
1758679058.167985,8,1,0,7,0.0125,1
1758679058.247798,8,1,0,7,0.0,0
1758679058.603796,8,1,0,7,0.0125,1
1758679059.2666051,8,1,0,7,0.025,1
1758679059.3533041,8,1,0,7,0.0,0
1758679059.4378738,8,1,0,7,0.0,0
1758679059.526155,8,1,0,7,0.0125,1
1758679059.6075299,8,1,0,7,0.0,0
1758679059.82539,8,1,0,7,0.0125,1
1758679059.898035,8,1,0,7,0.0,0
1758679059.975362,8,1,0,7,0.0,0
1758679060.3796558,8,1,0,7,0.0125,1
1758679060.46226,8,1,0,7,0.025,1
1758679060.538988,8,1,0,7,0.0,0
1758679060.615255,8,1,0,7,0.0,0
1758679060.823884,8,1,0,7,0.0125,1
1758679061.1667352,8,1,0,7,0.025,1
1758679061.809509,8,1,0,7,0.037500000000000006,1
1758679062.017173,8,1,0,7,0.012500000000000004,0
1758679062.3693671,8,1,0,7,0.025000000000000005,1
1758679062.5845308,8,1,0,7,0.037500000000000006,1
1758679062.9385312,8,1,0,7,0.05,1
1758679063.161349,8,1,0,7,0.0625,1
1758679063.520722,8,1,0,7,0.075,1
1758679063.598374,8,1,0,7,0.049999999999999996,0
1758679063.6796238,8,1,0,7,0.024999999999999994,0
1758679063.765414,8,1,0,7,0.03749999999999999,1
1758679063.858613,8,1,0,7,0.01249999999999999,0
1758679063.943098,8,1,0,7,0.0,0
1758679064.028264,8,1,0,7,0.0,0
1758679064.1133819,8,1,0,7,0.0125,1
1758679064.20821,8,1,0,7,0.0,0
1758679064.542732,8,1,0,7,0.0125,1
1758679064.6627688,8,1,0,7,0.0,0
1758679064.741631,8,1,0,7,0.0,0
1758679065.386105,8,1,0,7,0.0125,1
1758679065.589047,8,1,0,7,0.0,0
1758679065.934286,8,1,0,7,0.0125,1
1758679066.140001,8,1,0,7,0.025,1
1758679066.474062,8,1,0,7,0.037500000000000006,1
1758679066.6819048,8,1,0,7,0.012500000000000004,0
1758679067.0128279,8,1,0,7,0.025000000000000005,1
1758679067.227632,8,1,0,7,0.037500000000000006,1
1758679067.5699148,8,1,0,7,0.05,1
1758679067.7840772,8,1,0,7,0.025,0
1758679068.119746,8,1,0,7,0.037500000000000006,1
1758679068.332465,8,1,0,7,0.012500000000000004,0
1758679068.6685061,8,1,0,7,0.025000000000000005,1
1758679068.8755991,8,1,0,7,3.469446951953614e-18,0
1758679069.219902,8,1,0,7,0.012500000000000004,1
1758679069.4236338,8,1,0,7,0.025000000000000005,1
1758679069.759323,8,1,0,7,0.037500000000000006,1
1758679070.010276,8,1,0,7,0.05,1
1758679070.348139,8,1,0,7,0.0625,1
1758679070.552591,8,1,0,7,0.0375,0
1758679070.884076,8,1,0,7,0.05,1
1758679071.0886762,8,1,0,7,0.025,0
1758679071.163646,8,1,0,7,0.0,0
1758679071.243335,8,1,0,7,0.0,0
1758679071.323623,8,1,0,7,0.0125,1
1758679071.408024,8,1,0,7,0.0,0
1758679071.485544,8,1,0,7,0.0,0
1758679071.828543,8,1,0,7,0.0125,1
1758679071.90237,8,1,0,7,0.0,0
1758679071.982118,8,1,0,7,0.0125,1
1758679072.062815,8,1,0,7,0.0,0
1758679072.143877,8,1,0,7,0.0,0
1758679072.21925,8,1,0,7,0.0,0
1758679072.435251,8,1,0,7,0.0125,1
1758679072.5058508,8,1,0,7,0.0,0
1758679072.841919,8,1,0,7,0.0125,1
1758679073.0541801,8,1,0,7,0.025,1
1758679073.388253,8,1,0,7,0.0,0
1758679073.615629,8,1,0,7,0.0,0
1758679073.942552,8,1,0,7,0.0125,1
1758679074.150537,8,1,0,7,0.025,1
1758679074.483419,8,1,0,7,0.037500000000000006,1
1758679074.698281,8,1,0,7,0.05,1
1758679075.035469,8,1,0,7,0.0625,1
1758679075.2501729,8,1,0,7,0.0375,0
1758679075.589094,8,1,0,7,0.05,1
1758679075.7994409,8,1,0,7,0.0625,1
1758679076.1308732,8,1,0,7,0.075,1
1758679076.340897,8,1,0,7,0.0875,1
1758679076.681458,8,1,0,7,0.06249999999999999,0
1758679076.879592,8,1,0,7,0.075,1
1758679077.213181,8,1,0,7,0.0875,1
1758679077.417782,8,1,0,7,0.09999999999999999,1
1758679077.7449028,8,1,0,7,0.11249999999999999,1
1758679077.953559,8,1,0,7,0.0875,0
1758679078.2809448,8,1,0,7,0.09999999999999999,1
1758679078.4871502,8,1,0,7,0.11249999999999999,1
1758679078.854482,8,1,0,7,0.12499999999999999,1
1758679079.058493,8,1,0,7,0.125,1
1758679079.392399,8,1,0,7,0.125,1
1758679079.6021261,8,1,0,7,0.1,0
1758679079.9321542,8,1,0,7,0.1125,1
1758679080.1392682,8,1,0,7,0.0875,0
1758679080.4678469,8,1,0,7,0.09999999999999999,1
1758679080.677536,8,1,0,7,0.11249999999999999,1
1758679081.007146,8,1,0,7,0.12499999999999999,1
1758679081.213991,8,1,0,7,0.09999999999999998,0
1758679081.544436,8,1,0,7,0.11249999999999998,1
1758679081.7503638,8,1,0,7,0.08749999999999997,0
1758679082.0767202,8,1,0,7,0.09999999999999996,1
1758679082.282083,8,1,0,7,0.11249999999999996,1
1758679082.6157289,8,1,0,7,0.12499999999999996,1
1758679082.821128,8,1,0,7,0.09999999999999995,0
1758679083.149,8,1,0,7,0.11249999999999995,1
1758679083.355965,8,1,0,7,0.08749999999999994,0
1758679083.683311,8,1,0,7,0.09999999999999994,1
1758679083.923991,8,1,0,7,0.11249999999999993,1
1758679084.2572339,8,1,0,7,0.12499999999999993,1
1758679084.4592588,8,1,0,7,0.09999999999999992,0
1758679084.7847831,8,1,0,7,0.11249999999999992,1
1758679084.991285,8,1,0,7,0.12499999999999992,1
1758679085.323126,8,1,0,7,0.125,1
1758679085.528213,8,1,0,7,0.125,1
1758679085.859334,8,1,0,7,0.125,1
1758679086.059533,8,1,0,7,0.1,0
1758679086.3843288,8,1,0,7,0.1125,1
1758679086.584076,8,1,0,7,0.0875,0
1758679086.906811,8,1,0,7,0.09999999999999999,1
1758679087.1104891,8,1,0,7,0.07499999999999998,0
1758679087.437762,8,1,0,7,0.08749999999999998,1
1758679087.6452549,8,1,0,7,0.09999999999999998,1
1758679087.976904,8,1,0,7,0.11249999999999998,1
1758679088.1812181,8,1,0,7,0.08749999999999997,0
1758679088.512338,8,1,0,7,0.09999999999999996,1
1758679088.714729,8,1,0,7,0.07499999999999996,0
1758679089.0751302,8,1,0,7,0.08749999999999995,1
1758679089.275863,8,1,0,7,0.09999999999999995,1
1758679089.610417,8,1,0,7,0.11249999999999995,1
1758679089.816471,8,1,0,7,0.12499999999999994,1
1758679090.1481721,8,1,0,7,0.125,1
1758679090.3529012,8,1,0,7,0.1,0
1758679090.682912,8,1,0,7,0.1125,1
1758679090.8906088,8,1,0,7,0.125,1
1758679091.2251031,8,1,0,7,0.125,1
1758679091.432668,8,1,0,7,0.125,1
1758679091.768287,8,1,0,7,0.125,1
1758679091.972619,8,1,0,7,0.1,0
1758679092.3027132,8,1,0,7,0.1125,1
1758679092.509856,8,1,0,7,0.125,1
1758679092.845921,8,1,0,7,0.125,1
1758679093.0557811,8,1,0,7,0.125,1
1758679093.404177,8,1,0,7,0.125,1
1758679093.624962,8,1,0,7,0.1,0
1758679093.9520168,8,1,0,7,0.07500000000000001,0
1758679094.20249,8,1,0,7,0.08750000000000001,1
1758679094.5353012,8,1,0,7,0.1,1
1758679094.744797,8,1,0,7,0.1125,1
1758679095.076975,8,1,0,7,0.125,1
1758679095.282254,8,1,0,7,0.1,0
1758679095.613139,8,1,0,7,0.1125,1
1758679095.850697,8,1,0,7,0.0875,0
1758679096.185869,8,1,0,7,0.09999999999999999,1
1758679096.394756,8,1,0,7,0.11249999999999999,1
1758679096.727073,8,1,0,7,0.12499999999999999,1
1758679096.934251,8,1,0,7,0.09999999999999998,0
1758679097.277278,8,1,0,7,0.11249999999999998,1
1758679097.481521,8,1,0,7,0.08749999999999997,0
1758679097.8039958,8,1,0,7,0.09999999999999996,1
1758679098.009613,8,1,0,7,0.11249999999999996,1
1758679098.3403049,8,1,0,7,0.12499999999999996,1
1758679098.542618,8,1,0,7,0.09999999999999995,0
1758679098.886971,8,1,0,7,0.11249999999999995,1
1758679099.0948648,8,1,0,7,0.08749999999999994,0
1758679099.457883,8,1,0,7,0.09999999999999994,1
1758679099.66682,8,1,0,7,0.11249999999999993,1
1758679099.998243,8,1,0,7,0.12499999999999993,1
1758679100.201688,8,1,0,7,0.125,1
1758679100.531762,8,1,0,7,0.125,1
1758679100.738367,8,1,0,7,0.1,0
1758679101.0698931,8,1,0,7,0.1125,1
1758679101.278324,8,1,0,7,0.125,1
1758679101.6119611,8,1,0,7,0.125,1
1758679101.810098,8,1,0,7,0.1,0
1758679102.13042,8,1,0,7,0.07500000000000001,0
1758679102.329545,8,1,0,7,0.08750000000000001,1
1758679102.6635761,8,1,0,7,0.1,1
1758679102.736921,8,1,0,7,0.07500000000000001,0
1758679102.818601,8,1,0,7,0.08750000000000001,1
1758679102.901215,8,1,0,7,0.0625,0
1758679102.987436,8,1,0,7,0.0375,0
1758679103.074655,8,1,0,7,0.012499999999999997,0
1758679103.159271,8,1,0,7,0.024999999999999998,1
1758679103.243526,8,1,0,7,0.0,0
1758679103.3223732,8,1,0,7,0.0,0
1758679103.719384,8,1,0,7,0.0125,1
1758679104.36614,8,1,0,7,0.025,1
1758679104.451774,8,1,0,7,0.037500000000000006,1
1758679104.5344179,8,1,0,7,0.012500000000000004,0
1758679104.615144,8,1,0,7,0.0,0
1758679104.694251,8,1,0,7,0.0,0
1758679105.057495,8,1,0,7,0.0125,1
1758679105.13642,8,1,0,7,0.025,1
1758679105.2182138,8,1,0,7,0.0,0
1758679105.296682,8,1,0,7,0.0,0
1758679105.375678,8,1,0,7,0.0,0
1758679105.454988,8,1,0,7,0.0125,1
1758679105.545177,8,1,0,7,0.0,0
1758679105.624195,8,1,0,7,0.0,0
1758679105.7069561,8,1,0,7,0.0,0
1758679105.787532,8,1,0,7,0.0125,1
1758679105.8704178,8,1,0,7,0.0,0
1758679105.951176,8,1,0,7,0.0,0
1758679106.031986,8,1,0,7,0.0,0
1758679106.122612,8,1,0,7,0.0,0
1758679106.203727,8,1,0,7,0.0125,1
1758679106.289691,8,1,0,7,0.0,0
1758679106.366345,8,1,0,7,0.0,0
1758679106.445648,8,1,0,7,0.0,0
1758679107.130935,8,1,0,7,0.0125,1
1758679107.4870179,8,1,0,7,0.0,0
1758679108.131476,8,1,0,7,0.0125,1
1758679108.347701,8,1,0,7,0.0,0
1758679108.703875,8,1,0,7,0.0125,1
1758679108.920701,8,1,0,7,0.025,1
1758679109.265148,8,1,0,7,0.0,0
1758679109.4707,8,1,0,7,0.0125,1
1758679109.808404,8,1,0,7,0.025,1
1758679110.024318,8,1,0,7,0.0,0
1758679110.36357,8,1,0,7,0.0125,1
1758679110.5841632,8,1,0,7,0.025,1
1758679110.916111,8,1,0,7,0.0,0
1758679111.119648,8,1,0,7,0.0,0
1758679111.4552839,8,1,0,7,0.0125,1
1758679111.667105,8,1,0,7,0.025,1
1758679112.007186,8,1,0,7,0.037500000000000006,1
1758679112.2241879,8,1,0,7,0.05,1
1758679112.617697,8,1,0,7,0.0625,1
1758679112.6998699,8,1,0,7,0.0375,0
1758679112.782312,8,1,0,7,0.012499999999999997,0
1758679112.8666182,8,1,0,7,0.024999999999999998,1
1758679112.952147,8,1,0,7,0.0,0
1758679113.0355022,8,1,0,7,0.0,0
1758679113.117982,8,1,0,7,0.0,0
1758679113.341578,8,1,0,7,0.0125,1
1758679113.6933482,8,1,0,7,0.025,1
1758679114.341919,8,1,0,7,0.037500000000000006,1
1758679114.559187,8,1,0,7,0.05,1
1758679114.9165199,8,1,0,7,0.0625,1
1758679115.132591,8,1,0,7,0.075,1
1758679115.4826272,8,1,0,7,0.0875,1
1758679115.702676,8,1,0,7,0.06249999999999999,0
1758679116.051289,8,1,0,7,0.075,1
1758679116.2698119,8,1,0,7,0.0875,1
1758679116.6094038,8,1,0,7,0.09999999999999999,1
1758679116.8278642,8,1,0,7,0.11249999999999999,1
1758679117.1724548,8,1,0,7,0.12499999999999999,1
1758679117.385474,8,1,0,7,0.09999999999999998,0
1758679117.7660658,8,1,0,7,0.11249999999999998,1
1758679117.970541,8,1,0,7,0.08749999999999997,0
1758679118.3047092,8,1,0,7,0.09999999999999996,1
1758679118.524112,8,1,0,7,0.11249999999999996,1
1758679118.860862,8,1,0,7,0.12499999999999996,1
1758679119.068352,8,1,0,7,0.125,1
1758679119.407158,8,1,0,7,0.125,1
1758679119.61599,8,1,0,7,0.1,0
1758679119.9523358,8,1,0,7,0.1125,1
1758679120.161885,8,1,0,7,0.125,1
1758679120.502389,8,1,0,7,0.125,1
1758679120.7169821,8,1,0,7,0.1,0
1758679121.047439,8,1,0,7,0.1125,1
1758679121.26614,8,1,0,7,0.125,1
1758679121.6220438,8,1,0,7,0.125,1
1758679121.705054,8,1,0,7,0.1,0
1758679121.7902,8,1,0,7,0.1125,1
1758679121.87652,8,1,0,7,0.0875,0
1758679121.963104,8,1,0,7,0.06249999999999999,0
1758679122.046239,8,1,0,7,0.03749999999999999,0
1758679122.250589,8,1,0,7,0.04999999999999999,1
1758679122.338836,8,1,0,7,0.024999999999999988,0
1758679122.695926,8,1,0,7,0.03749999999999999,1
1758679123.3512478,8,1,0,7,0.04999999999999999,1
1758679123.568764,8,1,0,7,0.062499999999999986,1
1758679123.936322,8,1,0,7,0.07499999999999998,1
1758679124.1617138,8,1,0,7,0.08749999999999998,1
1758679124.514126,8,1,0,7,0.09999999999999998,1
1758679124.73279,8,1,0,7,0.11249999999999998,1
1758679125.0850601,8,1,0,7,0.12499999999999997,1
1758679125.3001332,8,1,0,7,0.09999999999999998,0
1758679125.642092,8,1,0,7,0.11249999999999998,1
